Width,Height,Elongation,Label
0.128,0.576271186440678,0.2283967484828275,pencil
0.254,0.36319612590799033,0.019330854999533503,clock
0.5,0.1791767554479419,0.1390618171890182,car
0.156,0.07506053268765134,0.07444274663253622,fish
0.248,0.2857142857142857,0.001028329237638532,house
0.266,0.34382566585956414,0.002746194948837691,tree
0.374,0.28087167070217917,0.03598385955715466,bicycle
0.202,0.2566585956416465,0.008166957791350439,clock
0.628,0.4721549636803874,0.04778181569875887,car
0.464,0.5036319612590799,0.11108753546664828,fish
0.462,0.6150121065375302,0.0022621545018655428,house
0.516,0.7772397094430993,0.026388398197972472,tree
0.622,0.5278450363196125,0.03983127287649527,bicycle
0.534,0.7021791767554479,0.12329231081517912,guitar
0.46,0.6343825665859564,0.49942866817242293,pencil
0.334,0.4576271186440678,0.01216472351317011,clock
0.504,0.23728813559322035,0.10708921798557032,car
0.508,0.09927360774818401,0.29366732904614545,fish
0.566,0.6537530266343826,0.0029064192522722547,house
0.484,0.7409200968523002,0.016618696196470186,tree
0.372,0.24213075060532688,0.05155856444553179,bicycle
0.706,0.6198547215496368,0.12099035119375748,guitar
0.362,0.4188861985472155,0.4101708390171298,pencil
0.41,0.6150121065375302,0.020177189837454007,clock
0.646,0.3099273607748184,0.10008631497739676,car
0.558,0.31234866828087166,0.07214805361930435,fish
0.63,0.5108958837772397,0.04164418823241045,house
0.484,0.7893462469733656,0.024275691202219164,tree
0.566,0.576271186440678,0.010306537518126341,bicycle
0.45,0.6755447941888619,0.04427208799412232,guitar
0.72,0.8135593220338984,0.005172601996296854,pencil
0.554,0.8087167070217918,0.018134575876049306,clock
0.63,0.21307506053268765,0.16557557947057275,car
0.456,0.3050847457627119,0.07388366813242915,fish
0.5,0.36803874092009686,0.0419445842118978,house
0.538,0.6900726392251816,0.006228051415532055,tree
0.544,0.3946731234866828,0.043666879158591416,bicycle
0.196,0.7578692493946732,0.16684196817927094,guitar
0.016,0.5012106537530266,0.9227843820282774,pencil
0.266,0.3075060532687651,0.0005344150232595162,clock
0.55,0.2179176755447942,0.12710097594643657,car
0.36,0.21307506053268765,0.060976272698933964,fish
0.308,0.4213075060532688,0.01072054936815811,house
0.418,0.6198547215496368,0.021122217028903482,tree
0.454,0.25907990314769974,0.07533441025246573,bicycle
0.594,0.5835351089588378,0.07677446995820733,guitar
0.394,0.34382566585956414,0.4694941266918835,pencil
0.414,0.3389830508474576,0.02177708546084907,clock
0.286,0.06053268765133172,0.18413937645185427,fish
0.346,0.4188861985472155,0.0018790964600413553,house
0.438,0.5544794188861986,0.010232261524146979,tree
0.426,0.3801452784503632,0.025500665328669278,bicycle
0.136,0.4963680387409201,0.15745330654397346,guitar
0.174,0.22033898305084745,0.26425296038035384,pencil
0.126,0.2033898305084746,0.028921778794673517,clock
0.68,0.324455205811138,0.1188979635250523,car
0.758,0.8765133171912833,0.01607977641860457,fish
0.76,0.5157384987893463,0.06079289636439199,house
0.664,0.9200968523002422,0.01314340502821413,tree
0.672,0.5714285714285714,0.0485433660951248,bicycle
0.656,0.9128329297820823,0.08374011791870777,guitar
0.654,0.7288135593220338,0.5138440726336635,pencil
0.276,0.6973365617433414,0.08466892431642717,clock
0.482,0.14285714285714285,0.17082135007136257,car
0.468,0.14769975786924938,0.20119556387732804,fish
0.288,0.5811138014527845,0.05143101400913638,house
0.612,0.7457627118644068,0.0012591693011988479,tree
0.532,0.35108958837772397,0.05463006668366199,bicycle
0.432,0.6610169491525424,0.09109508467165947,guitar
0.302,0.39709443099273606,0.6710802304003233,pencil
0.62,0.7191283292978208,0.0003405188844241566,clock
0.606,0.3365617433414044,0.07717018913030664,car
0.664,0.2687651331719128,0.14320938355234467,fish
0.38,0.6731234866828087,0.03997153259170019,house
0.594,0.864406779661017,0.01402502149799621,tree
0.576,0.5084745762711864,0.02425540940501373,bicycle
0.622,0.7142857142857143,0.12220177451323659,guitar
0.42,0.5012106537530266,0.4329737106781489,pencil
0.42,0.4552058111380145,0.011699912990549894,clock
0.694,0.43825665859564167,0.0640924770634836,car
0.394,0.13559322033898305,0.15509180019994992,fish
0.478,0.738498789346247,0.009550656216909106,house
0.642,0.9685230024213075,0.019721924345893805,tree
0.576,0.4745762711864407,0.03299906847210328,bicycle
0.28,0.837772397094431,0.10877228991732456,guitar
0.158,0.8571428571428571,0.2947759946411977,pencil
0.568,0.7990314769975787,0.01477586201536774,clock
0.628,0.43099273607748184,0.08428694902182061,car
0.546,0.31234866828087166,0.07735586897197876,fish
0.544,0.5399515738498789,0.03032697269542767,house
0.496,0.837772397094431,0.03653099322193679,tree
0.634,0.5012106537530266,0.04062855348611454,bicycle
0.606,0.6271186440677966,0.11588712934484524,guitar
0.534,0.576271186440678,0.46039911926013055,pencil
0.35,0.46731234866828086,0.0104224919457679,clock
0.614,0.2469733656174334,0.1283991868308273,car
0.602,0.10411622276029056,0.31418572837241154,fish
0.466,0.7530266343825666,0.04278892205781436,house
0.668,0.8692493946731235,0.006561079850226488,tree
0.49,0.3341404358353511,0.05113859239980353,bicycle
0.428,0.4576271186440678,0.09147229457086951,guitar
0.256,0.45278450363196127,0.7434451498031208,pencil
0.36,0.4213075060532688,0.00040626448196768336,clock
0.6,0.30024213075060535,0.09419872114648266,car
0.566,0.2687651331719128,0.09804920408085828,fish
0.576,0.6610169491525424,0.022191678762524383,house
0.43,0.5835351089588378,0.028549364295124287,tree
0.514,0.36319612590799033,0.05856314606297891,bicycle
0.23,0.5786924939467313,0.10639170239680043,guitar
0.35,0.43825665859564167,0.34386516195945077,pencil
0.41,0.4019370460048426,0.006985475413620859,clock
0.648,0.30024213075060535,0.10624073428250931,car
0.496,0.2397094430992736,0.11938741875461933,fish
0.298,0.5472154963680388,0.04832080163814982,house
0.33,0.5157384987893463,0.02740505093292302,tree
0.302,0.24939467312348668,0.02607087906786693,bicycle
0.294,0.7191283292978208,0.08424761746792157,guitar
0.52,0.41404358353510895,0.5614046466190866,pencil
0.616,0.6682808716707022,0.010471763738491293,clock
0.42,0.16707021791767554,0.1179005371363758,car
0.46,0.09685230024213075,0.2346298181092687,fish
0.25,0.39951573849878935,0.025203514255915143,house
0.32,0.648910411622276,0.07317655990443142,tree
0.174,0.19128329297820823,0.0036023995955812823,bicycle
0.242,0.711864406779661,0.10861281333642328,guitar
0.392,0.3341404358353511,0.22549633527972404,pencil
0.224,0.26634382566585957,0.019218891611351173,clock
0.626,0.3389830508474576,0.08259051823253517,car
0.41,0.29782082324455206,0.04911962679389331,fish
0.492,0.648910411622276,0.04598221148779535,house
0.38,0.6658595641646489,0.006853467423799266,tree
0.534,0.3801452784503632,0.04592674570963487,bicycle
0.47,0.8135593220338984,0.03280853051346652,guitar
0.45,0.6246973365617433,0.02590530651863308,pencil
0.572,0.6924939467312349,0.0022890458620101004,clock
0.6,0.16464891041162227,0.2152158927209299,car
0.678,0.2687651331719128,0.15038922998639564,fish
0.438,0.43825665859564167,0.012313733484390977,house
0.61,0.738498789346247,0.001736432614516088,tree
0.602,0.3050847457627119,0.09099898774093201,bicycle
0.638,0.22276029055690072,0.1523315170647537,guitar
0.028,0.6295399515738499,0.6715281043937893,pencil
0.602,0.5641646489104116,0.019513397444438953,clock
0.522,0.2784503631961259,0.08806062751001548,fish
0.768,0.927360774818402,0.001159047865716692,house
0.454,0.7941888619854721,0.03203455840043246,tree
0.386,0.26150121065375304,0.05123547138788492,bicycle
0.46,0.6464891041162227,0.09235919662621767,guitar
0.664,0.738498789346247,0.011770190320526504,pencil
0.626,0.6537530266343826,0.009783625203972706,clock
0.55,0.32929782082324455,0.06856407267573261,car
0.584,0.4116222760290557,0.0758104625827226,fish
0.364,0.41404358353510895,0.004303050161286616,house
0.49,0.5012106537530266,0.009771803513387387,tree
0.522,0.3486682808716707,0.05244947443846311,bicycle
0.386,0.6271186440677966,0.13326067438578335,guitar
0.304,0.4915254237288136,0.3216231653211481,pencil
0.406,0.5205811138014528,0.005775766930507885,clock
0.534,0.24939467312348668,0.10204054944560494,car
0.45,0.18401937046004843,0.13513282938136262,fish
0.308,0.43825665859564167,0.02066333441699094,house
0.454,0.7869249394673123,0.03547781625882996,tree
0.61,0.31234866828087166,0.08906018163442797,bicycle
0.38,0.4043583535108959,0.11912058447957123,guitar
0.168,0.1937046004842615,0.3313161837505401,pencil
0.386,0.4406779661016949,0.0057566476911125805,clock
0.622,0.4092009685230024,0.053811789916431284,car
0.336,0.19128329297820823,0.06401453680573206,fish
0.526,0.7142857142857143,0.010355491188598962,house
0.416,0.549636803874092,0.029391960354293235,tree
0.48,0.5278450363196125,0.01657925315965331,bicycle
0.622,0.2397094430992736,0.1338008761103416,guitar
0.026,0.5205811138014528,0.6094969362045336,pencil
0.358,0.4648910411622276,0.001208351204684985,clock
0.482,0.22276029055690072,0.09832307010543194,car
0.39,0.1791767554479419,0.13759347356747265,fish
0.4,0.6658595641646489,0.037605330993204095,house
0.444,0.7360774818401937,0.02699527996391576,tree
0.378,0.2929782082324455,0.034124838641789175,bicycle
0.58,0.25907990314769974,0.11614354612248218,guitar
0.132,0.549636803874092,0.17474155039646042,pencil
0.306,0.3486682808716707,0.001943261884087458,clock
0.46,0.3704600484261501,0.0002717585555934385,car
0.464,0.3946731234866828,0.03008508417660208,fish
0.422,0.387409200968523,0.020004955421166884,house
0.438,0.5230024213075061,0.006022764002689693,tree
0.58,0.4406779661016949,0.040365735996623256,bicycle
0.224,0.7554479418886199,0.12736641475492796,guitar
0.42,0.6900726392251816,0.5931188871136358,pencil
0.496,0.6924939467312349,0.009137615003044814,clock
0.452,0.21307506053268765,0.10917388878737216,car
0.294,0.22276029055690072,0.04305735175557983,fish
0.478,0.6198547215496368,0.006444182534765393,house
0.598,0.7409200968523002,0.004146968346762089,tree
0.402,0.36077481840193704,0.021265096933935346,bicycle
0.326,0.774818401937046,0.07283210662246516,guitar
0.068,0.5883777239709443,0.3695443959633278,pencil
0.4,0.5205811138014528,0.008110242806688277,clock
0.71,0.2639225181598063,0.1467674952099238,car
0.648,0.4043583535108959,0.059615091189434345,fish
0.718,0.6029055690072639,0.03015318883074879,house
0.61,0.8401937046004843,0.012155028301612669,tree
0.546,0.43825665859564167,0.040277362589830376,bicycle
0.718,0.639225181598063,0.13140476929439204,guitar
0.438,0.4963680387409201,0.8216121436814928,pencil
0.384,0.43341404358353514,0.0023651833207623796,clock
0.58,0.3583535108958838,0.06628608608701908,car
0.484,0.30024213075060535,0.10640190816123392,fish
0.38,0.4794188861985472,0.00595022332949308,house
0.536,0.6440677966101694,0.0012282186838527326,tree
0.516,0.29055690072639223,0.07199015856454119,bicycle
0.498,0.5907990314769975,0.12249785490873022,guitar
0.566,0.7070217917675545,0.3031402111806957,pencil
0.372,0.4188861985472155,0.005579020529441615,clock
0.59,0.4092009685230024,0.06725937163765637,car
0.632,0.559322033898305,0.03085539278911725,fish
0.558,0.5205811138014528,0.02225216030811005,house
0.716,0.784503631961259,0.006195826047760813,tree
0.492,0.5302663438256658,0.033207534560544066,bicycle
0.558,0.7506053268765133,0.09446339608427283,guitar
0.292,0.5254237288135594,0.33012606497557895,pencil
0.442,0.6634382566585957,0.021187280729235283,clock
0.47,0.3050847457627119,0.05691110882985204,car
0.582,0.26634382566585957,0.10417476611297749,fish
0.546,0.7457627118644068,0.011572211818539799,house
0.486,0.6368038740920097,0.008300971577501936,tree
0.532,0.3728813559322034,0.05131049647227045,bicycle
0.638,0.6464891041162227,0.07113298030723302,guitar
0.264,0.20581113801452786,0.1994770026414269,pencil
0.422,0.45036319612590797,0.006857899963550244,clock
0.57,0.44552058111380144,0.03243367212221164,fish
0.198,0.4939467312348668,0.13224285685001166,house
0.332,0.5980629539951574,0.03773049765552676,tree
0.348,0.21307506053268765,0.057584459239843726,bicycle
0.16,0.7094430992736077,0.2382957217620997,guitar
0.052,0.6585956416464891,0.5624133322023512,pencil
0.438,0.5956416464891041,0.014607519470877676,clock
0.64,0.41646489104116224,0.0577148494848768,car
0.646,0.3026634382566586,0.10847539583405218,fish
0.472,0.6658595641646489,0.014407752920750591,house
0.504,0.7409200968523002,0.03229038394713326,tree
0.516,0.5883777239709443,0.007474134968074044,bicycle
0.538,0.5980629539951574,0.1339709160809153,guitar
0.566,0.4794188861985472,0.339308555045575,pencil
0.384,0.5375302663438256,0.008286184280394944,clock
0.632,0.31476997578692495,0.09326064527736784,car
0.4,0.25907990314769974,0.0468990627804606,fish
0.454,0.6343825665859564,0.013762836278016477,house
0.42,0.7336561743341404,0.036794342922460796,tree
0.548,0.46973365617433416,0.017275142785864735,bicycle
0.694,0.6828087167070218,0.1949840429740495,guitar
0.112,0.7409200968523002,0.28438467174797777,pencil
0.478,0.5714285714285714,0.0013128161733255881,clock
0.704,0.43341404358353514,0.06526171110755559,car
0.566,0.3171912832929782,0.08263569988965826,fish
0.314,0.5351089588377724,0.035801903045707774,house
0.524,0.7966101694915254,0.03382058349937524,tree
0.496,0.5544794188861986,0.004238518695293461,bicycle
0.642,0.7869249394673123,0.17931948789660598,guitar
0.348,0.36319612590799033,0.3700045818729751,pencil
0.316,0.3922518159806295,0.01842820968440441,clock
0.682,0.47699757869249393,0.053192703625155324,car
0.502,0.26150121065375304,0.12775263525012437,fish
0.202,0.7869249394673123,0.15461143159405485,tree
0.688,0.48184019370460046,0.049498386073252285,bicycle
0.582,0.3026634382566586,0.09853332946888572,guitar
0.55,0.6876513317191283,0.3142314375002699,pencil
0.608,0.6610169491525424,0.007154112382570025,clock
0.524,0.3365617433414044,0.057213508245430075,car
0.406,0.1234866828087167,0.17746460356144214,fish
0.266,0.36803874092009686,0.014142328611749659,house
0.482,0.8280871670702179,0.03047103024688648,tree
0.382,0.24213075060532688,0.06247581049229355,bicycle
0.51,0.12106537530266344,0.21597687693427411,guitar
0.034,0.4552058111380145,0.7273962538096459,pencil
0.38,0.44552058111380144,0.0003865429051731392,clock
0.522,0.23486682808716708,0.10417975532591393,car
0.542,0.513317191283293,0.0052570424280816135,house
0.676,0.7554479418886199,0.016098010791450512,tree
0.522,0.3922518159806295,0.04754036655547423,bicycle
0.166,0.6900726392251816,0.17542697423231124,guitar
0.452,0.5205811138014528,0.31449881917084194,pencil
0.22,0.2639225181598063,0.006086148191404345,clock
0.394,0.3075060532687651,0.03344369215558001,car
0.496,0.24213075060532688,0.09927742996857501,fish
0.468,0.5472154963680388,0.00456914021818159,house
0.688,0.7699757869249395,0.01666399381583834,tree
0.46,0.32929782082324455,0.049353491704492956,bicycle
0.626,0.3171912832929782,0.08556675968267839,guitar
0.134,0.6464891041162227,0.34264855652255644,pencil
0.282,0.38256658595641646,0.024069096130865792,clock
0.594,0.34382566585956414,0.07282182383126108,car
0.54,0.3341404358353511,0.05138175569369786,fish
0.578,0.423728813559322,0.04438063016391398,house
0.614,0.7941888619854721,0.015353944554052324,tree
0.466,0.48426150121065376,0.004217382731884358,bicycle
0.358,0.7675544794188862,0.06257276967569113,guitar
0.266,0.6900726392251816,0.24134576080689268,pencil
0.288,0.36319612590799033,0.00569035864381405,clock
0.286,0.26150121065375304,0.016151562803426483,car
0.4,0.15012106537530268,0.12085378089253762,fish
0.25,0.4745762711864407,0.029626492603265504,tree
0.304,0.21307506053268765,0.10193421577453143,guitar
0.398,0.31234866828087166,0.33443381217055307,pencil
0.328,0.2929782082324455,0.018438578564031506,clock
0.574,0.35108958837772397,0.06522295231033497,car
0.426,0.44552058111380144,0.016205967922474255,fish
0.502,0.5956416464891041,0.010769403943945474,house
0.566,0.7263922518159807,0.008413796384945776,tree
0.388,0.37530266343825663,0.02917899743650346,bicycle
0.628,0.29782082324455206,0.10284167926613956,guitar
0.47,0.5883777239709443,0.6718580708898602,pencil
0.38,0.4552058111380145,0.01713680798589687,clock
0.614,0.27602905569007263,0.12481722775833082,car
0.422,0.23002421307506055,0.07626581707817251,fish
0.478,0.3704600484261501,0.035807812185624906,house
0.396,0.5351089588377724,0.02377446887306062,tree
0.442,0.3946731234866828,0.021942099249058905,bicycle
0.458,0.24213075060532688,0.08403539527351067,guitar
0.324,0.4067796610169492,0.32668866109934314,pencil
0.298,0.387409200968523,0.008686673287163644,clock
0.648,0.47699757869249393,0.05117630347770787,car
0.52,0.33171912832929784,0.05178176161405188,fish
0.568,0.5641646489104116,0.007970727055607117,house
0.4,0.5302663438256658,0.009584832407904333,tree
0.598,0.35108958837772397,0.06967435865745837,bicycle
0.45,0.6246973365617433,0.1213137358997248,guitar
0.618,0.5883777239709443,0.40180240927857674,pencil
0.394,0.36319612590799033,0.018411060916917167,clock
0.434,0.3099273607748184,0.03826713963879054,car
0.436,0.3196125907990315,0.06321654973016862,fish
0.544,0.5254237288135594,0.008419908440691612,house
0.33,0.3559322033898305,0.0047459814954618545,tree
0.424,0.37530266343825663,0.0240163998761552,bicycle
0.312,0.3922518159806295,0.1530303354982092,guitar
0.1,0.3365617433414044,0.19524135073377336,pencil
0.236,0.2566585956416465,0.01347637233409432,clock
0.72,0.38256658595641646,0.08634041073656266,car
0.512,0.2469733656174334,0.09073926379682182,fish
0.592,0.4576271186440678,0.03756030116305033,house
0.61,0.8765133171912833,0.02280657839336755,tree
0.36,0.3268765133171913,0.006388368488783341,bicycle
0.268,0.6416464891041163,0.10006121641581887,guitar
0.084,0.5423728813559322,0.4391793607442521,pencil
0.372,0.30024213075060535,0.03526262110984032,clock
0.7,0.3583535108958838,0.09388776349584677,car
0.644,0.162227602905569,0.21941893266094828,fish
0.654,0.6222760290556901,0.018498608515936342,house
0.518,0.7191283292978208,0.013030009930745457,tree
0.542,0.38256658595641646,0.04668523869918201,bicycle
0.278,0.6682808716707022,0.08155608449697116,guitar
0.416,0.5835351089588378,0.4204939813826532,pencil
0.362,0.34624697336561744,0.014870258990576321,clock
0.55,0.2929782082324455,0.09308336518617726,car
0.358,0.3365617433414044,0.07092240575162749,fish
0.568,0.2929782082324455,0.0870806480117456,house
0.574,0.6513317191283293,0.007940110034063603,tree
0.628,0.4019370460048426,0.05887107411271142,bicycle
0.512,0.3268765133171913,0.12236375890468454,guitar
0.256,0.46731234866828086,0.4015528928375281,pencil
0.212,0.29055690072639223,0.002463049194553195,clock
0.562,0.288135593220339,0.09554737087383047,car
0.584,0.2542372881355932,0.11090246553510921,fish
0.598,0.5326876513317191,0.02932437878539118,house
0.556,0.6731234866828087,0.0018959009158492006,tree
0.474,0.3075060532687651,0.05785793790865516,bicycle
0.196,0.6537530266343826,0.14213195582456864,guitar
0.206,0.5569007263922519,0.5138951361428284,pencil
0.402,0.5399515738498789,0.009886168020321487,clock
0.55,0.21549636803874092,0.1270687604002641,car
0.454,0.07990314769975787,0.29062746208555235,fish
0.546,0.48184019370460046,0.024704388300701336,house
0.432,0.5375302663438256,0.012006660890391563,tree
0.394,0.2687651331719128,0.04694477043871396,bicycle
0.538,0.8789346246973365,0.1612181561320344,guitar
0.722,0.7723970944309927,0.07016038319367589,pencil
0.468,0.49878934624697335,0.007302116191174685,clock
0.582,0.3099273607748184,0.08576572440343015,car
0.54,0.36077481840193704,0.07670035681155662,fish
0.23,0.5714285714285714,0.0867315205170462,house
0.3,0.6077481840193705,0.060144553529001506,tree
0.45,0.3414043583535109,0.039358857963556454,bicycle
0.592,0.23486682808716708,0.1317250635773571,guitar
0.036,0.3946731234866828,0.36931204771813625,pencil
0.422,0.46731234866828086,0.00405512140334413,clock
0.686,0.25907990314769974,0.14026750006644367,car
0.252,0.06053268765133172,0.15593785032859733,fish
0.408,0.3365617433414044,0.028725133241290373,house
0.368,0.4963680387409201,0.004348477246940706,tree
0.444,0.3171912832929782,0.05282099738010972,bicycle
0.326,0.4939467312348668,0.18248309234529617,guitar
0.258,0.29055690072639223,0.5142101312034036,pencil
0.306,0.38256658595641646,0.007216685287993804,clock
0.676,0.37530266343825663,0.08216957438177348,car
0.724,0.6222760290556901,0.0268448985793289,fish
0.766,0.7578692493946732,0.016184022013054487,house
0.428,0.8087167070217918,0.050554559224263745,tree
0.684,0.4745762711864407,0.050804347470652225,bicycle
0.638,0.8256658595641646,0.0570963666679308,guitar
0.698,0.6707021791767555,0.3922038144143591,pencil
0.572,0.7990314769975787,0.014840134429216152,clock
0.58,0.26634382566585957,0.10533989961087875,car
0.412,0.162227602905569,0.12801098227575194,fish
0.29,0.4794188861985472,0.02992576554742033,house
0.348,0.5932203389830508,0.03046799006879461,tree
0.322,0.31476997578692495,0.020708888335285325,bicycle
0.482,0.1549636803874092,0.15833007734410176,guitar
0.294,0.5108958837772397,0.281447704336156,pencil
0.272,0.3389830508474576,0.005762540941594306,clock
0.414,0.23002421307506055,0.08141029152344845,car
0.468,0.36319612590799033,0.058614883637174785,fish
0.462,0.48668280871670705,0.010341575564399474,house
0.584,0.5883777239709443,0.007728364708567198,tree
0.438,0.35351089588377727,0.03319369687470413,bicycle
0.59,0.5956416464891041,0.09942746809895055,guitar
0.404,0.45036319612590797,0.2002126092317839,pencil
0.35,0.3898305084745763,0.0022652228358196105,clock
0.5,0.1234866828087167,0.20773038272579342,car
0.414,0.21549636803874092,0.08363753801115585,fish
0.338,0.5157384987893463,0.021951458171616235,house
0.77,0.8523002421307506,0.005520863466952885,tree
0.468,0.3389830508474576,0.0478460314470668,bicycle
0.678,0.7312348668280871,0.14113314372794059,guitar
0.264,0.549636803874092,0.3026900648787667,pencil
0.322,0.34624697336561744,0.01971548644057465,clock
0.63,0.4891041162227603,0.03689342493766008,car
0.396,0.14769975786924938,0.12323355953019847,fish
0.416,0.4600484261501211,0.004206926699653021,house
0.49,0.4939467312348668,0.019554529575502126,tree
0.664,0.4939467312348668,0.06097740476134505,bicycle
0.636,0.5036319612590799,0.10510174228828029,guitar
0.33,0.2857142857142857,0.22747936175654065,pencil
0.354,0.44552058111380144,0.010805729285923696,clock
0.654,0.39709443099273606,0.06879637027066518,car
0.5,0.3583535108958838,0.0464147044736487,fish
0.718,0.8111380145278451,0.0032594861437862,house
0.706,0.8958837772397095,0.005023479290945989,tree
0.584,0.738498789346247,0.09926001258846959,guitar
0.484,0.7481840193704601,0.1751002024671505,pencil
0.506,0.585956416464891,0.0012019296372176105,clock
0.566,0.2711864406779661,0.10118318013620563,car
0.398,0.18401937046004843,0.0985175627500271,fish
0.302,0.6004842615012107,0.0488296601317387,house
0.538,0.6319612590799032,0.0002803797129072856,tree
0.558,0.43099273607748184,0.03827863604918219,bicycle
0.234,0.6828087167070218,0.11221392597909634,guitar
0.096,0.5641646489104116,0.5542667424244798,pencil
0.578,0.6828087167070218,0,clock
0.622,0.3268765133171913,0.08517154873859287,car
0.44,0.23002421307506055,0.0796278384656667,fish
0.432,0.4721549636803874,0.007589671970840112,house
0.638,0.7772397094430993,0.004016834566223779,tree
0.66,0.4043583535108959,0.07190212981150189,bicycle
0.706,0.36561743341404357,0.08923809483221269,guitar
0.564,0.35108958837772397,0.6896130594890276,pencil
0.41,0.4891041162227603,0.00317955654270515,clock
0.538,0.22518159806295399,0.12137927360624853,car
0.398,0.10411622276029056,0.1795854211339414,fish
0.478,0.7046004842615012,0.01897103929203957,house
0.412,0.7796610169491526,0.04411812671746398,tree
0.384,0.29539951573849876,0.04580889984912111,bicycle
0.698,0.7578692493946732,0.09267186065993996,guitar
0.422,0.5665859564164649,0.2701332035525634,pencil
0.464,0.6295399515738499,0.010867287945578919,clock
0.586,0.2687651331719128,0.12445208621215317,car
0.52,0.2179176755447942,0.10952563628030072,fish
0.474,0.6707021791767555,0.031133356287024613,house
0.382,0.7869249394673123,0.049193846399605876,tree
0.406,0.324455205811138,0.02921838315421708,bicycle
0.286,0.5956416464891041,0.12032086413384009,guitar
0.054,0.2639225181598063,0.22282636174825962,pencil
0.234,0.3389830508474576,0.017961166571203026,clock
0.538,0.7215496368038741,0.014032946654583375,fish
0.668,0.7021791767554479,0.004992108211266288,house
0.772,0.927360774818402,0.0035479669285827706,tree
0.69,0.5738498789346247,0.03424260168139382,bicycle
0.7,0.9007263922518159,0.2641245180848828,guitar
0.204,0.8305084745762712,0.16990567730706066,pencil
0.312,0.46731234866828086,0.07488047204203138,clock
0.732,0.3728813559322034,0.09353785618498829,car
0.576,0.18886198547215496,0.15767275619221596,fish
0.62,0.8716707021791767,0.01018311396254727,house
0.594,0.8523002421307506,0.01714477744435948,tree
